name,city,country,iata,icao,latitude,longitude,altitude,timezone
Bukavu Kavumu Airport,Bukavu/kavumu,Congo (Kinshasa),BKY,FZMA,-2.30897998809814,28.8087997436523,5643,U
Goma International Airport,Goma,Congo (Kinshasa),GOM,FZNA,-1.67080998420715,29.2385005950928,5089,U
Kindu Airport,Kindu,Congo (Kinshasa),KND,FZOA,-2.91917991638,25.9153995514,1630,U
Lubumbashi International Airport,Lubumashi,Congo (Kinshasa),FBM,FZQA,-11.5913000107,27.5308990479,4295,U
Kolwezi Airport,Kolwezi,Congo (Kinshasa),KWZ,FZQM,-10.7658996582031,25.5056991577148,5007,U
Kalemie Airport,Kalemie,Congo (Kinshasa),FMI,FZRF,-5.87555980682373,29.25,2569,U
Kamina Base Airport,Kamina Base,Congo (Kinshasa),KMN,FZSA,-8.6420202255249,25.2528991699219,3543,U
Kananga Airport,Kananga,Congo (Kinshasa),KGA,FZUA,-5.90005016327,22.4692001343,2139,U
Mbuji Mayi Airport,Mbuji-mayi,Congo (Kinshasa),MJM,FZWA,-6.12124013901,23.5690002441,2221,U
Modibo Keita International Airport,Bamako,Mali,BKO,GABS,12.5335,-7.94994,1247,N
Gao Airport,Gao,Mali,GAQ,GAGO,16.2483997344971,-0.005456000100821,870,N
Kayes Dag Dag Airport,Kayes,Mali,KYS,GAKY,14.4812002182007,-11.4043998718262,164,N
Mopti Airport,Mopti,Mali,MZI,GAMB,14.5128002167,-4.07955980301,906,N
Timbuktu Airport,Tombouctou,Mali,TOM,GATB,16.7304992675781,-3.00758004188538,863,N
Tessalit Airport,Tessalit,Mali,\N,GATS,20.2430000305176,0.977307975292206,1621,N
Banjul International Airport,Banjul,Gambia,BJL,GBYD,13.3380002975464,-16.6522006988525,95,N
Fuerteventura Airport,Fuerteventura,Spain,FUE,GCFV,28.4526996612549,-13.8638000488281,85,E
Hierro Airport,Hierro,Spain,VDE,GCHI,27.8148002624512,-17.8871002197266,103,E
La Palma Airport,Santa Cruz De La Palma,Spain,SPC,GCLA,28.626499,-17.7556,107,E
Gran Canaria Airport,Gran Canaria,Spain,LPA,GCLP,27.9319000244141,-15.3865995407104,78,E
Lanzarote Airport,Arrecife,Spain,ACE,GCRR,28.945499,-13.6052,46,E
Tenerife South Airport,Tenerife,Spain,TFS,GCTS,28.044500351,-16.5725002289,209,E
Tenerife Norte Airport,Tenerife,Spain,TFN,GCXO,28.4827003479,-16.3414993286,2076,E
Melilla Airport,Melilla,Spain,MLN,GEML,35.279800415,-2.9562599659,156,E
Lungi International Airport,Freetown,Sierra Leone,FNA,GFLL,8.61644,-13.1955,84,N
Cufar Airport,Cufar,Guinea-Bissau,\N,GGCF,11.2878999710083,-15.1805000305176,65,N
Spriggs Payne Airport,Monrovia,Liberia,MLW,GLMR,6.28906011581421,-10.7587003707886,25,N
Roberts International Airport,Monrovia,Liberia,ROB,GLRB,6.23379,-10.3623,31,N
Al Massira Airport,Agadir,Morocco,AGA,GMAD,30.3250007629395,-9.41306972503662,250,N
Tan Tan Airport,Tan Tan,Morocco,TTA,GMAT,28.4482002258301,-11.1612997055054,653,N
Saïss Airport,Fes,Morocco,FEZ,GMFF,33.9272994995,-4.97796010971,1900,N
Ifrane Airport,Ifrane,Morocco,\N,GMFI,33.505298614502,-5.15290021896362,5459,N
Moulay Ali Cherif Airport,Er-rachidia,Morocco,ERH,GMFK,31.9475002289,-4.39833021164,3428,N
Bassatine Airport,Meknes,Morocco,MEK,GMFM,33.8791007995605,-5.51512002944946,1890,N
Angads Airport,Oujda,Morocco,OUD,GMFO,34.7872009277344,-1.92399001121521,1535,N
Ben Slimane Airport,Ben Slimane,Morocco,GMD,GMMB,33.655399,-7.22145,627,N
Rabat-Salé Airport,Rabat,Morocco,RBA,GMME,34.051498,-6.75152,276,N
Mohammed V International Airport,Casablanca,Morocco,CMN,GMMN,33.3675003051758,-7.58997011184692,656,N
Menara Airport,Marrakech,Morocco,RAK,GMMX,31.6068992615,-8.03629970551,1545,N
Kenitra Airport,Kentira,Morocco,NNA,GMMY,34.298900604248,-6.59588003158569,16,N
Ouarzazate Airport,Ouarzazate,Morocco,OZZ,GMMZ,30.9391002655,-6.90943002701,3782,N
Cherif Al Idrissi Airport,Al Hociema,Morocco,AHU,GMTA,35.1771011352539,-3.83951997756958,95,N
Saniat R'mel Airport,Tetouan,Morocco,TTU,GMTN,35.594299316406,-5.320020198822,10,N
Ibn Batouta Airport,Tanger,Morocco,TNG,GMTT,35.7268981934,-5.91689014435,62,N
Ziguinchor Airport,Ziguinchor,Senegal,ZIG,GOGG,12.5556,-16.281799,75,N
Cap Skirring Airport,Cap Skiring,Senegal,CSK,GOGS,12.39533,-16.748,52,N
Kaolack Airport,Kaolack,Senegal,KLC,GOOK,14.146900177002,-16.0513000488281,26,N
Léopold Sédar Senghor International Airport,Dakar,Senegal,DKR,GOOY,14.7397003173828,-17.4902000427246,85,N
Saint Louis Airport,St. Louis,Senegal,XLS,GOSS,16.0508003234863,-16.4631996154785,9,N
Bakel Airport,Bakel,Senegal,BXE,GOTB,14.8472995758057,-12.4682998657227,98,N
Kédougou Airport,Kedougou,Senegal,KGG,GOTK,12.5722999572754,-12.2202997207642,584,N
Tambacounda Airport,Tambacounda,Senegal,TUD,GOTT,13.7368001937866,-13.6531000137329,161,N
Aioun el Atrouss Airport,Aioun El Atrouss,Mauritania,AEO,GQNA,16.7112998962402,-9.63788032531738,951,N
Tidjikja Airport,Tidjikja,Mauritania,TIY,GQND,18.5701007843018,-11.4235000610352,1363,N
Kiffa Airport,Kiffa,Mauritania,KFA,GQNF,16.5900001525879,-11.4062004089355,424,N
Néma Airport,Nema,Mauritania,EMN,GQNI,16.6219997406006,-7.31659984588623,751,N
Kaédi Airport,Kaedi,Mauritania,KED,GQNK,16.1595001220703,-13.5075998306274,66,N
Nouakchott–Oumtounsy International Airport,Nouakschott,Mauritania,NKC,GQNO,18.31,-15.9697222,9,N
Sélibaby Airport,Selibabi,Mauritania,SEY,GQNS,15.1796998977661,-12.2073001861572,219,N
Atar International Airport,Atar,Mauritania,ATR,GQPA,20.506799697876,-13.0431995391846,734,N
Nouadhibou International Airport,Nouadhibou,Mauritania,NDB,GQPP,20.9330997467041,-17.0300006866455,24,N
Bir Moghrein Airport,Bir Moghrein,Mauritania,\N,GQPT,25.2367000579834,-11.5887002944946,1206,N
Fria Airport,Fira,Guinea,FIG,GUFA,10.350600242615,-13.569199562073,499,N
Faranah Airport,Faranah,Guinea,FAA,GUFH,10.0354995728,-10.7698001862,1476,N
Tata Airport,Labe,Guinea,LEK,GULB,11.326100349426,-12.286800384521,3396,N
Amílcar Cabral International Airport,Amilcar Cabral,Cape Verde,SID,GVAC,16.7414,-22.9494,177,U
Rabil Airport,Boa Vista,Cape Verde,BVC,GVBA,16.1364994049072,-22.8889007568359,69,U
Maio Airport,Maio,Cape Verde,MMO,GVMA,15.1559000015259,-23.2136993408203,36,U
Preguiça Airport,Sao Nocolau Island,Cape Verde,SNE,GVSN,16.588399887085,-24.2847003936768,669,U
São Pedro Airport,Sao Vicente Island,Cape Verde,VXE,GVSV,16.8332004547119,-25.0552997589111,66,U
Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,ADD,HAAB,8.97789001465,38.7993011475,7630,U
Lideta Army Airport,Addis Ababa,Ethiopia,\N,HAAL,9.003685,38.725498,7749,U
Arba Minch Airport,Arba Minch,Ethiopia,AMH,HAAM,6.03939008712769,37.5904998779297,3901,U
Axum Airport,Axum,Ethiopia,AXU,HAAX,14.1468000411987,38.7728004455566,6959,U
Bahir Dar Airport,Bahar Dar,Ethiopia,BJR,HABD,11.608099937439,37.3216018676758,5978,U
Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Ethiopia,DIR,HADR,9.62469959259033,41.8541984558105,3827,U
Gambella Airport,Gambella,Ethiopia,GMB,HAGM,8.12876033782959,34.5630989074707,1614,U
Gonder Airport,Gondar,Ethiopia,GDQ,HAGN,12.5199003219604,37.4339981079102,6449,U
Jimma Airport,Jimma,Ethiopia,JIM,HAJM,7.66609001159668,36.8166007995605,5500,U
Lalibella Airport,Lalibella,Ethiopia,LLI,HALL,11.9750003814697,38.9799995422363,6506,U
Mekele Airport,Makale,Ethiopia,MQX,HAMK,13.467399597168,39.5335006713867,7396,U
Asosa Airport,Asosa,Ethiopia,ASO,HASO,10.018500328064,34.5862998962402,5100,U
Bujumbura International Airport,Bujumbura,Burundi,BJM,HBBA,-3.32401990890503,29.3185005187988,2582,U
Egal International Airport,Hargeisa,Somalia,HGA,HCMH,9.51817035675049,44.0887985229492,4423,U
Berbera Airport,Berbera,Somalia,BBO,HCMI,10.3892002105713,44.9411010742188,30,U
Kisimayu Airport,Kismayu,Somalia,KMU,HCMK,-0.377353012561798,42.4592018127441,49,U
El Nouzha Airport,Alexandria,Egypt,ALY,HEAX,31.1839008331299,29.9489002227783,-6,U
Abu Simbel Airport,Abu Simbel,Egypt,ABS,HEBL,22.3759994507,31.611700058,616,U
Cairo International Airport,Cairo,Egypt,CAI,HECA,30.1219005584717,31.4055995941162,382,U
Cairo West Airport,Cairo,Egypt,CWE,HECW,30.116399765,30.9153995514,550,U
Hurghada International Airport,Hurghada,Egypt,HRG,HEGN,27.1783008575439,33.7994003295898,52,U
El Gora Airport,El Gorah,Egypt,EGH,HEGR,31.068559,34.129629,324,U
Luxor International Airport,Luxor,Egypt,LXR,HELX,25.671,32.7066,294,U
Mersa Matruh Airport,Mersa-matruh,Egypt,MUH,HEMM,31.3253993988,27.2217006683,94,U
Port Said Airport,Port Said,Egypt,PSD,HEPS,31.2793998718262,32.2400016784668,8,U
St Catherine International Airport,St. Catherine,Egypt,SKV,HESC,28.685300827,34.0625,4368,U
Aswan International Airport,Aswan,Egypt,ASW,HESN,23.9643993378,32.8199996948,662,U
El Tor Airport,El-tor,Egypt,ELT,HETR,28.2089996337891,33.6455001831055,115,U
Eldoret International Airport,Eldoret,Kenya,EDL,HKEL,0.404457986354828,35.238899230957,6941,U
Kakamega Airport,Kakamega,Kenya,GGM,HKKG,0.271342009306,34.7873001099,5020,U
Kisumu Airport,Kisumu,Kenya,KIS,HKKI,-0.086139000952244,34.7289009094238,3734,U
Kitale Airport,Kitale,Kenya,KTL,HKKT,0.97198897600174,34.9585990905762,6070,U
Lodwar Airport,Lodwar,Kenya,LOK,HKLO,3.1219699382782,35.608699798584,1715,U
Manda Airstrip,Lamu,Kenya,LAU,HKLU,-2.25241994857788,40.9131011962891,20,U
Mombasa Moi International Airport,Mombasa,Kenya,MBA,HKMO,-4.03483009338379,39.5942001342773,200,U
Naivasha Airport,Naivasha,Kenya,\N,HKNV,-0.787953,36.433494,6380,U
Nairobi Wilson Airport,Nairobi,Kenya,WIL,HKNW,-1.32172000408173,36.8148002624512,5536,U
Moi Air Base,Nairobi,Kenya,\N,HKRE,-1.27726995945,36.8623008728,5336,U
Wajir Airport,Wajir,Kenya,WJR,HKWJ,1.73324,40.091599,770,U
Bu Attifel Airport,Buattifel,Libya,\N,HLFL,28.7954006195068,22.0809001922607,161,N
Warehouse 59e Airport,Giallo,Libya,\N,HLGL,28.638500213623,21.4379997253418,325,N
Ghat Airport,Ghat,Libya,GHT,HLGT,25.1455993652,10.1426000595,2296,N
Kufra Airport,Kufra,Libya,AKF,HLKF,24.1786994934082,23.3139991760254,1367,N
Benina International Airport,Benghazi,Libya,BEN,HLLB,32.0968017578,20.2695007324,433,N
Sabha Airport,Sebha,Libya,SEB,HLLS,26.9869995117187,14.4724998474121,1427,N
Tripoli International Airport,Tripoli,Libya,TIP,HLLT,32.6635017395,13.1590003967,263,N
Marsa Brega Airport,Marsa Brega,Libya,LMQ,HLMB,30.3780994415283,19.5764007568359,50,N
Ras Lanuf Oil Airport,Ras Lanouf V 40,Libya,\N,HLNF,30.5,18.5272006988525,42,N
Hon Airport,Hon,Libya,HUQ,HLON,29.1100997924805,15.9656000137329,919,N
Dahra Airport,Dahra,Libya,\N,HLRA,29.4726009368896,17.9349002838135,1050,N
Ghadames East Airport,Ghadames,Libya,LTD,HLTD,30.1516990661621,9.71531009674072,1122,N
Zella 74 Airport,Zella 74,Libya,\N,HLZA,28.5898990631104,17.2938995361328,1085,N
Gisenyi Airport,Gisenyi,Rwanda,GYI,HRYG,-1.67719995975494,29.2588996887207,5082,U
Kigali International Airport,Kigali,Rwanda,KGL,HRYR,-1.96863,30.1395,4859,U
Kamembe Airport,Kamembe,Rwanda,KME,HRZA,-2.46223998069763,28.9078998565674,5192,U
Dongola Airport,Dongola,Sudan,DOG,HSDN,19.1539001465,30.4300994873,772,U
Damazin Airport,Damazin,Sudan,RSS,HSDZ,11.7859,34.3367,1582,U
El Fasher Airport,El Fasher,Sudan,ELF,HSFS,13.6148996353149,25.3246002197266,2393,U
Kassala Airport,Kassala,Sudan,KSL,HSKA,15.3874998092651,36.328800201416,1671,U
Kadugli Airport,Kadugli,Sudan,KDX,HSLI,11.1379995346,29.7010993958,1848,U
El Obeid Airport,El Obeid,Sudan,EBD,HSOB,13.1532001495361,30.2327003479004,1927,U
Juba International Airport,Juba,South Sudan,JUB,HSSJ,4.87201023102,31.6011009216,1513,U
Malakal Airport,Malakal,Sudan,MAK,HSSM,9.55897045135498,31.6522006988525,1291,U
Khartoum International Airport,Khartoum,Sudan,KRT,HSSS,15.5895004272461,32.5531997680664,1265,U
Arusha Airport,Arusha,Tanzania,ARK,HTAR,-3.36778998374939,36.63330078125,4550,U
Julius Nyerere International Airport,Dar Es Salaam,Tanzania,DAR,HTDA,-6.87811,39.202599,182,U
Dodoma Airport,Dodoma,Tanzania,DOD,HTDO,-6.17044019699097,35.7526016235352,3673,U
Iringa Airport,Iringa,Tanzania,IRI,HTIR,-7.66863012313843,35.7521018981934,4678,U
Kilimanjaro International Airport,Kilimanjaro,Tanzania,JRO,HTKJ,-3.42940998077,37.0745010376,2932,U
Lake Manyara Airport,Lake Manyara,Tanzania,LKY,HTLM,-3.37631011009216,35.8182983398437,4150,N
Mtwara Airport,Mtwara,Tanzania,MYW,HTMT,-10.3390998840332,40.1818008422852,371,U
Mwanza Airport,Mwanza,Tanzania,MWZ,HTMW,-2.4444899559021,32.9327011108398,3763,U
Pemba Airport,Pemba,Tanzania,PMA,HTPE,-5.25725984573364,39.8114013671875,80,U
Tanga Airport,Tanga,Tanzania,TGT,HTTG,-5.09236001968384,39.0712013244629,129,U
Abeid Amani Karume International Airport,Zanzibar,Tanzania,ZNZ,HTZA,-6.22202,39.224899,54,U
Entebbe International Airport,Entebbe,Uganda,EBB,HUEN,0.042386,32.443501,3782,U
Soroti Airport,Soroti,Uganda,SRT,HUSO,1.72768998146057,33.6227989196777,3697,U
Tirana International Airport Mother Teresa,Tirana,Albania,TIA,LATI,41.4146995544,19.7206001282,126,E
Burgas Airport,Bourgas,Bulgaria,BOJ,LBBG,42.5695991516113,27.5151996612549,135,E
Gorna Oryahovitsa Airport,Gorna Orechovica,Bulgaria,GOZ,LBGO,43.1514015197754,25.7129001617432,285,E
Plovdiv International Airport,Plovdiv,Bulgaria,PDV,LBPD,42.067799,24.8508,597,E
Sofia Airport,Sofia,Bulgaria,SOF,LBSF,42.6966934204102,23.4114360809326,1742,E
Stara Zagora Airport,Stara Zagora,Bulgaria,SZR,LBSZ,42.3766667,25.655,558,E
Varna Airport,Varna,Bulgaria,VAR,LBWN,43.232101,27.8251,230,E
Larnaca International Airport,Larnaca,Cyprus,LCA,LCLK,34.8750991821289,33.6249008178711,8,E
Paphos International Airport,Paphos,Cyprus,PFO,LCPH,34.7179985046387,32.4856986999512,41,E
RAF Akrotiri,Akrotiri,Cyprus,AKT,LCRA,34.590401,32.9879,76,E
Dubrovnik Airport,Dubrovnik,Croatia,DBV,LDDU,42.5614013671875,18.2681999206543,527,E
Osijek-Čepin Airfield,Cepin,Croatia,\N,LDOC,45.5427778,18.6319444,299,E
Osijek Airport,Osijek,Croatia,OSI,LDOS,45.4626998901367,18.8101997375488,290,E
Pula Airport,Pula,Croatia,PUY,LDPL,44.8935012817383,13.9222002029419,274,E
Grobnicko Polje Airport,Grobnik,Croatia,\N,LDRG,45.3795013427734,14.5038003921509,951,E
Rijeka Airport,Rijeka,Croatia,RJK,LDRI,45.2168998718262,14.5703001022339,278,E
Split Airport,Split,Croatia,SPU,LDSP,43.5388984680176,16.2980003356934,79,E
Varaždin Airport,Varazdin,Croatia,\N,LDVA,46.2946472167969,16.3829326629639,548,E
Zagreb Airport,Zagreb,Croatia,ZAG,LDZA,45.7429008484,16.0687999725,353,E
Zadar Airport,Zadar,Croatia,ZAD,LDZD,44.108299,15.3467,289,E
Udbina Air Base,Udbina,Croatia,\N,LDZU,44.5575981140137,15.7743997573853,2462,E
Albacete-Los Llanos Airport,Albacete,Spain,ABC,LEAB,38.9485015869,-1.86352002621,2302,E
Alicante International Airport,Alicante,Spain,ALC,LEAL,38.2821998596191,-0.55815601348877,142,E
Almería International Airport,Almeria,Spain,LEI,LEAM,36.8438987731934,-2.3701000213623,70,E
Asturias Airport,Aviles,Spain,OVD,LEAS,43.5635986328125,-6.03461980819702,416,E
Córdoba Airport,Cordoba,Spain,ODB,LEBA,37.8419990539551,-4.84887981414795,297,E
Bilbao Airport,Bilbao,Spain,BIO,LEBB,43.3011016845703,-2.91060996055603,138,E
Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12,E
Badajoz Airport,Badajoz,Spain,BJZ,LEBZ,38.891300201416,-6.82133007049561,609,E
A Coruña Airport,La Coruna,Spain,LCG,LECO,43.302101,-8.37726,326,E
Armilla Air Base,Granada,Spain,\N,LEGA,37.1332016,-3.63568997,2297,E
Girona Airport,Gerona,Spain,GRO,LEGE,41.901000977,2.7605500221,468,E
Federico Garcia Lorca Airport,Granada,Spain,GRX,LEGR,37.1887016296387,-3.77735996246338,1860,E
Getafe Air Base,Madrid,Spain,\N,LEGT,40.2941017150879,-3.72382998466492,2031,E
Ibiza Airport,Ibiza,Spain,IBZ,LEIB,38.8728981018,1.37311995029,24,E
Jerez Airport,Jerez,Spain,XRY,LEJR,36.7445983886719,-6.06011009216309,93,E
San Javier Airport,Murcia,Spain,MJV,LELC,37.7750015258789,-0.812389016151428,11,E
